sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,race-sex
1,64,Greater than 45,0,0,0,0,1,F,Aggravated Assault,1,Hispanic-Male
0,46,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,30,25 - 45,0,0,0,1,5,F,Driving While License Revoked,0,African-American-Male
0,22,Less than 25,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,23,Less than 25,1,0,0,0,1,M,arrest case no charge,1,Caucasian-Male
1,31,25 - 45,0,0,0,0,0,M,DUI Property Damage/Injury,1,Hispanic-Male
1,31,25 - 45,0,0,0,0,1,F,arrest case no charge,1,Other-Male
1,25,25 - 45,0,0,0,0,0,M,Disorderly Conduct,1,African-American-Male
0,21,Less than 25,1,0,0,0,0,F,Burglary Unoccupied Dwelling,1,Caucasian-Female
1,27,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,32,25 - 45,0,0,0,0,1,F,Possession of Cocaine,1,Hispanic-Male
0,24,Less than 25,1,0,0,1,0,F,Burglary Unoccupied Dwelling,1,Caucasian-Female
1,20,Less than 25,0,1,0,0,1,F,arrest case no charge,1,African-American-Male
1,27,25 - 45,0,0,0,0,3,M,Battery,0,African-American-Male
1,40,25 - 45,0,0,0,0,0,F,Aggravated Assault w/Firearm,1,African-American-Male
1,22,Less than 25,0,0,0,0,11,F,Possession of Cocaine,0,African-American-Male
0,38,25 - 45,0,0,0,0,1,F,Robbery / No Weapon,1,African-American-Female
1,30,25 - 45,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,1,African-American-Male
1,27,25 - 45,1,0,0,0,6,F,arrest case no charge,0,Caucasian-Male
0,59,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
1,37,25 - 45,1,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
1,38,25 - 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,25,25 - 45,0,0,0,0,4,F,Grand Theft Firearm,0,African-American-Male
1,51,Greater than 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,10,F,Driving While License Revoked,1,African-American-Male
0,23,Less than 25,1,0,0,0,3,F,Poss Contr Subst W/o Prescript,1,Caucasian-Female
0,22,Less than 25,0,0,0,0,0,M,Failure To Pay Taxi Cab Charge,1,African-American-Female
1,31,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Male
1,29,25 - 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,African-American-Male
1,31,25 - 45,0,0,0,0,0,M,Operating W/O Valid License,1,Hispanic-Male
1,27,25 - 45,1,0,0,0,5,M,Battery,1,Caucasian-Male
1,25,25 - 45,1,0,0,0,1,F,Aggravated Assault w/Firearm,1,Caucasian-Male
1,38,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,African-American-Male
1,22,Less than 25,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Other-Male
0,58,Greater than 45,0,0,0,0,4,F,"Poss 3,4 MDMA (Ecstasy)",0,African-American-Female
1,21,Less than 25,0,0,0,1,0,F,Use Scanning Device to Defraud,1,African-American-Male
0,22,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,30,25 - 45,0,0,0,0,0,F,Burglary Unoccupied Dwelling,1,African-American-Male
0,31,25 - 45,0,0,0,0,10,F,Driving While License Revoked,1,African-American-Female
0,45,Greater than 45,1,0,0,0,1,F,Felony Driving While Lic Suspd,1,Caucasian-Female
1,27,25 - 45,0,0,0,0,13,F,arrest case no charge,0,African-American-Male
1,38,25 - 45,1,0,0,0,1,F,Crimin Mischief Damage $1000+,0,Caucasian-Male
1,47,Greater than 45,0,0,0,0,20,F,Tamper With Witness/Victim/CI,1,African-American-Male
1,22,Less than 25,0,0,1,0,3,F,arrest case no charge,1,African-American-Male
1,35,25 - 45,0,0,0,1,1,M,Battery,0,African-American-Male
1,65,Greater than 45,0,0,0,0,2,M,Violation of Injunction Order/Stalking/Cyberstalking,0,African-American-Male
1,35,25 - 45,0,0,0,0,0,M,Fail To Obey Police Officer,1,African-American-Male
0,33,25 - 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,African-American-Female
1,53,Greater than 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,52,Greater than 45,0,0,0,0,0,F,Driving While License Revoked,1,Hispanic-Male
1,21,Less than 25,0,0,0,0,0,F,Obstruct Fire Equipment,1,African-American-Male
1,37,25 - 45,0,0,0,0,11,F,Aggravated Battery / Pregnant,1,African-American-Male
1,30,25 - 45,0,0,0,0,4,M,Reckless Driving,0,Other-Male
1,54,Greater than 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Other-Male
0,31,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
0,59,Greater than 45,1,0,0,0,2,F,Grand Theft in the 3rd Degree,1,Caucasian-Female
1,27,25 - 45,0,0,0,0,0,M,Possession of Cocaine,1,African-American-Male
1,36,25 - 45,0,0,0,0,0,M,Battery,0,African-American-Male
1,22,Less than 25,0,0,0,1,3,F,arrest case no charge,1,African-American-Male
0,28,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,1,Caucasian-Female
1,23,Less than 25,0,0,0,1,2,M,Battery,0,African-American-Male
1,27,25 - 45,0,0,0,0,3,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,21,Less than 25,0,0,0,1,0,F,Att Tamper w/Physical Evidence,0,Asian-Male
1,31,25 - 45,0,0,0,0,5,F,arrest case no charge,1,African-American-Male
1,36,25 - 45,0,0,1,0,4,M,Battery,1,African-American-Male
1,53,Greater than 45,1,0,0,0,2,F,Deliver Alprazolam,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,2,M,arrest case no charge,1,African-American-Male
1,24,Less than 25,0,0,0,0,1,M,Battery,1,African-American-Male
1,44,25 - 45,0,0,0,0,1,F,Unauth Poss ID Card or DL,1,African-American-Male
1,46,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,37,25 - 45,0,0,0,0,6,F,Child Abuse,1,African-American-Male
1,27,25 - 45,0,0,1,0,10,F,Driving While License Revoked,0,African-American-Male
1,40,25 - 45,1,0,0,0,1,F,Manufacture Cannabis,1,Caucasian-Male
1,53,Greater than 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,1,African-American-Male
1,23,Less than 25,0,0,0,0,0,M,Driving Under The Influence,1,Hispanic-Male
0,46,Greater than 45,1,0,0,0,2,F,Grand Theft in the 3rd Degree,1,Caucasian-Female
1,45,Greater than 45,0,0,0,0,0,M,Driving Under The Influence,1,African-American-Male
1,22,Less than 25,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,26,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Caucasian-Male
1,62,Greater than 45,1,0,0,0,0,F,Battery on a Person Over 65,1,Caucasian-Male
1,24,Less than 25,0,0,0,0,1,F,Burglary Structure Unoccup,1,Hispanic-Male
1,21,Less than 25,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,25,25 - 45,1,0,0,0,0,F,Felony Battery,0,Caucasian-Male
1,68,Greater than 45,1,0,0,0,0,M,Disorderly Conduct,1,Caucasian-Male
1,21,Less than 25,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
0,37,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Hispanic-Female
1,22,Less than 25,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
1,42,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,48,Greater than 45,0,0,0,0,2,F,Fel Drive License Perm Revoke,1,African-American-Male
1,23,Less than 25,0,0,0,1,6,F,Grand Theft in the 3rd Degree,0,African-American-Male
1,24,Less than 25,0,0,0,0,0,F,Deliver Cannabis,1,African-American-Male
1,29,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,24,Less than 25,0,0,0,0,0,F,Battery on Law Enforc Officer,1,African-American-Male
1,50,Greater than 45,0,0,0,0,11,F,Manufacture Cannabis,1,African-American-Male
1,23,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
0,22,Less than 25,1,0,0,0,0,M,Leaving Acc/Unattended Veh,1,Caucasian-Female
1,36,25 - 45,0,0,0,0,0,F,Child Abuse,1,Other-Male
0,53,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Female
0,25,25 - 45,0,0,0,0,1,M,arrest case no charge,1,African-American-Female
1,71,Greater than 45,0,0,0,0,8,F,Driving While License Revoked,1,African-American-Male
1,39,25 - 45,0,0,4,0,10,M,arrest case no charge,1,African-American-Male
0,37,25 - 45,0,0,0,0,0,F,Possession of Cocaine,1,African-American-Female
0,29,25 - 45,0,0,0,0,3,F,Possession of Cocaine,1,African-American-Female
0,23,Less than 25,0,0,0,0,0,M,Battery,1,Other-Female
0,23,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,27,25 - 45,0,0,0,0,3,M,DUI Level 0.15 Or Minor In Veh,1,Native American-Male
0,53,Greater than 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,1,African-American-Female
0,23,Less than 25,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,African-American-Female
1,25,25 - 45,0,0,0,0,6,F,Burglary Unoccupied Dwelling,1,African-American-Male
1,23,Less than 25,0,0,0,0,2,M,Driving Under The Influence,1,Other-Male
1,27,25 - 45,0,0,0,0,4,F,Pos Cannabis W/Intent Sel/Del,0,African-American-Male
1,29,25 - 45,0,0,0,0,1,M,Susp Drivers Lic 1st Offense,1,African-American-Male
1,28,25 - 45,0,0,0,0,0,F,Possession of Hydromorphone,1,Hispanic-Male
1,31,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,25,25 - 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
1,47,Greater than 45,1,0,0,0,0,M,Leave Acc/Attend Veh/More $50,1,Caucasian-Male
1,37,25 - 45,0,0,0,0,4,F,Driving While License Revoked,1,African-American-Male
0,35,25 - 45,0,0,0,0,4,F,Aggravated Assault W/Dead Weap,1,African-American-Female
1,21,Less than 25,1,0,2,1,2,F,Grand Theft (Motor Vehicle),0,Caucasian-Male
1,57,Greater than 45,0,0,0,0,11,F,Possession of Cocaine,1,African-American-Male
1,48,Greater than 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,36,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Other-Male
0,37,25 - 45,0,0,0,0,3,F,Resist Officer w/Violence,1,African-American-Female
1,31,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,31,25 - 45,1,0,0,0,2,M,DUI Property Damage/Injury,1,Caucasian-Male
1,32,25 - 45,0,0,0,1,22,F,arrest case no charge,0,African-American-Male
0,23,Less than 25,0,0,0,0,0,M,Battery,1,Other-Female
1,63,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,African-American-Male
1,30,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,Other-Male
1,20,Less than 25,1,0,0,2,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
0,24,Less than 25,0,0,0,0,1,M,Battery,0,African-American-Female
0,36,25 - 45,0,0,0,0,1,M,Susp Drivers Lic 1st Offense,1,African-American-Female
1,83,Greater than 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
1,28,25 - 45,1,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,1,Caucasian-Male
0,33,25 - 45,0,0,0,0,0,M,Simulation of Legal Process,1,African-American-Female
1,39,25 - 45,0,0,0,0,0,F,Driving While License Revoked,1,African-American-Male
1,29,25 - 45,0,0,0,0,3,M,Driving Under The Influence,1,Other-Male
1,35,25 - 45,0,0,0,0,7,F,Possession of Cannabis,1,African-American-Male
1,24,Less than 25,0,0,0,1,0,F,Driving While License Revoked,1,African-American-Male
1,26,25 - 45,1,0,0,0,8,F,arrest case no charge,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,14,F,Fleeing or Eluding a LEO,0,African-American-Male
1,32,25 - 45,0,0,0,0,0,M,Viol Prot Injunc Repeat Viol,1,African-American-Male
0,32,25 - 45,1,0,0,0,1,M,Battery,0,Caucasian-Female
1,29,25 - 45,0,0,1,0,16,F,Possession of Cocaine,1,African-American-Male
1,43,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,47,Greater than 45,1,0,0,0,2,F,Tamper With Witness/Victim/CI,1,Caucasian-Male
0,23,Less than 25,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
1,39,25 - 45,1,0,0,0,2,M,Battery,1,Caucasian-Male
1,33,25 - 45,0,0,0,0,0,F,arrest case no charge,1,Other-Male
1,21,Less than 25,0,0,0,0,0,F,Grand Theft of a Fire Extinquisher,0,Other-Male
1,43,25 - 45,0,1,0,0,20,F,Driving While License Revoked,1,African-American-Male
1,25,25 - 45,0,0,1,1,3,F,Fighting/Baiting Animals,0,African-American-Male
1,48,Greater than 45,0,1,0,0,25,F,arrest case no charge,0,African-American-Male
1,22,Less than 25,0,0,0,1,1,M,Battery,0,African-American-Male
1,52,Greater than 45,0,1,0,0,9,M,Battery,0,African-American-Male
1,26,25 - 45,1,0,0,0,5,F,Possession of Cocaine,0,Caucasian-Male
1,34,25 - 45,0,0,0,0,4,M,arrest case no charge,1,African-American-Male
1,56,Greater than 45,1,0,0,0,4,M,Disorderly Intoxication,1,Caucasian-Male
1,29,25 - 45,0,0,0,0,2,M,Battery,1,African-American-Male
1,37,25 - 45,0,0,0,0,6,F,Felony Petit Theft,0,African-American-Male
1,43,25 - 45,0,0,0,0,3,F,Aggrav Battery w/Deadly Weapon,1,Other-Male
1,51,Greater than 45,1,0,0,0,0,F,Burglary Dwelling Occupied,1,Caucasian-Male
1,21,Less than 25,0,0,0,1,1,F,arrest case no charge,1,African-American-Male
1,26,25 - 45,0,0,1,0,4,M,Battery,0,African-American-Male
1,48,Greater than 45,1,0,0,0,1,F,Possession of Cocaine,1,Caucasian-Male
1,26,25 - 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,46,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,24,Less than 25,0,0,1,1,7,M,Battery,1,African-American-Male
0,21,Less than 25,1,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,Caucasian-Female
1,36,25 - 45,0,0,0,0,9,M,Disorderly Intoxication,1,African-American-Male
1,30,25 - 45,0,0,0,0,5,F,Deliver Cocaine,0,African-American-Male
0,22,Less than 25,1,0,0,0,1,F,Possession Of Alprazolam,1,Caucasian-Female
1,25,25 - 45,0,0,0,0,0,F,Depriv LEO of Protect/Communic,0,African-American-Male
1,24,Less than 25,0,0,0,0,0,F,Robbery Sudd Snatch No Weapon,1,African-American-Male
1,39,25 - 45,0,0,0,0,13,F,Burglary Conveyance Unoccup,0,African-American-Male
1,46,Greater than 45,0,0,0,0,0,F,Delivery of 5-Fluoro PB-22,1,Other-Male
0,30,25 - 45,0,0,0,0,4,F,Burglary Unoccupied Dwelling,1,African-American-Female
1,40,25 - 45,1,0,0,0,0,F,Battery on a Person Over 65,1,Caucasian-Male
0,52,Greater than 45,0,0,0,0,0,F,Aggravated Assault w/Firearm,1,African-American-Female
1,23,Less than 25,0,1,0,1,3,F,Grand Theft Firearm,1,African-American-Male
0,26,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Female
1,42,25 - 45,1,0,0,0,3,F,Possession of Cocaine,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,50,Greater than 45,1,0,0,0,1,F,Crim Use of Personal ID Info,1,Caucasian-Male
1,32,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,51,Greater than 45,0,0,0,0,3,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,32,25 - 45,0,0,0,0,4,F,arrest case no charge,1,African-American-Male
0,29,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
1,43,25 - 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
1,26,25 - 45,0,0,0,0,9,F,Driving While License Revoked,0,African-American-Male
1,27,25 - 45,0,0,0,0,1,M,Expired DL More Than 6 Months,1,Hispanic-Male
0,57,Greater than 45,0,0,0,0,1,M,Battery,1,Hispanic-Female
1,32,25 - 45,0,0,0,0,3,F,Burglary Unoccupied Dwelling,0,African-American-Male
0,42,25 - 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
0,28,25 - 45,1,0,0,1,3,M,Battery,1,Caucasian-Female
0,53,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,1,Caucasian-Female
1,24,Less than 25,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,1,F,Possession Burglary Tools,1,Hispanic-Male
1,28,25 - 45,0,0,0,0,1,F,Felony Battery (Dom Strang),1,Hispanic-Male
1,25,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,52,Greater than 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,4,M,Battery,0,African-American-Male
1,21,Less than 25,0,0,0,0,2,F,Possession of Cocaine,0,African-American-Male
1,32,25 - 45,0,0,0,0,19,F,Possession of Cocaine,0,African-American-Male
1,63,Greater than 45,0,0,0,0,3,M,Trespass Structure/Conveyance,1,African-American-Male
1,29,25 - 45,1,0,0,0,2,F,False Imprisonment,1,Caucasian-Male
1,46,Greater than 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,27,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
0,69,Greater than 45,0,0,0,0,0,M,DUI - Enhanced,1,Hispanic-Female
1,47,Greater than 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
1,45,Greater than 45,0,0,0,0,1,F,Sex Offender Fail Comply W/Law,1,Hispanic-Male
0,33,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Female
1,32,25 - 45,0,0,0,0,14,F,Grand Theft (Motor Vehicle),0,African-American-Male
1,24,Less than 25,0,0,0,0,2,F,Crim Use of Personal ID Info,1,African-American-Male
1,47,Greater than 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
1,25,25 - 45,1,0,0,0,1,F,Possession of Cocaine,1,Caucasian-Male
1,21,Less than 25,0,0,0,0,1,F,Possession of Cocaine,1,African-American-Male
1,22,Less than 25,0,1,1,0,6,F,arrest case no charge,0,African-American-Male
0,26,25 - 45,1,0,0,0,0,F,Possession Of Alprazolam,1,Caucasian-Female
1,20,Less than 25,1,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,Caucasian-Male
1,33,25 - 45,0,0,0,0,7,F,Possession of Cocaine,0,African-American-Male
1,35,25 - 45,1,0,0,0,2,F,Child Abuse,1,Caucasian-Male
1,41,25 - 45,1,0,0,0,5,F,Felony Driving While Lic Suspd,1,Caucasian-Male
1,23,Less than 25,1,0,0,0,0,M,Viol Injunct Domestic Violence,1,Caucasian-Male
1,54,Greater than 45,0,0,0,0,0,F,Possession of Cocaine,1,African-American-Male
1,22,Less than 25,1,0,0,0,0,M,Disorderly Conduct,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,1,M,Battery,1,Hispanic-Male
1,54,Greater than 45,0,0,0,0,4,M,Battery,0,African-American-Male
1,22,Less than 25,1,0,0,0,2,M,Battery,0,Caucasian-Male
1,26,25 - 45,0,0,0,0,0,M,Battery,0,African-American-Male
0,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,29,25 - 45,0,0,0,0,0,F,Sale/Del Counterfeit Cont Subs,1,African-American-Male
0,23,Less than 25,0,0,0,0,6,M,Operating W/O Valid License,1,African-American-Female
1,35,25 - 45,0,0,0,0,1,M,arrest case no charge,1,African-American-Male
1,21,Less than 25,0,0,0,0,1,M,Battery,0,African-American-Male
1,25,25 - 45,0,0,0,0,0,F,Burglary Structure Unoccup,1,Hispanic-Male
0,30,25 - 45,0,0,0,0,3,F,Introduce Contraband Into Jail,1,African-American-Female
1,23,Less than 25,0,0,0,0,2,F,arrest case no charge,0,African-American-Male
1,32,25 - 45,1,1,0,0,8,F,Burglary Dwelling Occupied,1,Caucasian-Male
1,42,25 - 45,1,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Caucasian-Male
0,22,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Female
1,45,Greater than 45,0,0,0,0,2,F,Sex Battery Deft 18+/Vict 11-,1,Hispanic-Male
1,29,25 - 45,0,0,0,0,0,M,Posses/Disply Susp/Revk/Frd DL,1,African-American-Male
1,30,25 - 45,0,0,0,0,6,F,arrest case no charge,0,African-American-Male
1,51,Greater than 45,0,0,0,0,17,M,DUI Blood Alcohol Above 0.20,1,African-American-Male
1,24,Less than 25,1,0,0,0,2,F,Possession Of Alprazolam,1,Caucasian-Male
1,23,Less than 25,0,0,0,0,2,M,Battery,1,African-American-Male
1,36,25 - 45,0,0,0,0,5,F,Possession of Cocaine,1,African-American-Male
1,69,Greater than 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
1,59,Greater than 45,0,0,0,0,1,M,License Suspended Revoked,1,Hispanic-Male
1,39,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,29,25 - 45,0,0,0,0,2,F,Burglary Conveyance Armed,1,African-American-Male
1,44,25 - 45,1,0,0,0,6,F,Driving While License Revoked,1,Caucasian-Male
1,25,25 - 45,0,0,0,0,2,F,Grand Theft (Motor Vehicle),1,African-American-Male
1,31,25 - 45,0,0,0,0,0,F,Driving While License Revoked,1,African-American-Male
1,35,25 - 45,0,0,1,0,17,M,Battery,0,African-American-Male
1,33,25 - 45,0,0,0,0,1,F,Tamper With Witness/Victim/CI,1,African-American-Male
1,60,Greater than 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,53,Greater than 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
0,54,Greater than 45,0,0,0,0,0,F,Aggravated Assault W/Dead Weap,1,African-American-Female
1,24,Less than 25,1,1,2,0,3,M,Battery,1,Caucasian-Male
1,26,25 - 45,0,0,0,0,0,F,Unauth Poss ID Card or DL,1,Hispanic-Male
0,75,Greater than 45,0,0,0,0,5,F,arrest case no charge,1,African-American-Female
1,46,Greater than 45,1,0,0,0,0,F,Leaving the Scene of Accident,1,Caucasian-Male
1,27,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,59,Greater than 45,0,0,0,0,2,M,Driving Under The Influence,1,African-American-Male
1,39,25 - 45,1,0,0,0,1,F,Money Launder 100K or More Dols,1,Caucasian-Male
1,46,Greater than 45,1,0,0,0,5,M,Battery,1,Caucasian-Male
1,25,25 - 45,0,0,0,0,1,F,Fraudulent Use of Credit Card,1,Other-Male
1,55,Greater than 45,1,0,0,0,2,F,Lewd or Lascivious Molestation,1,Caucasian-Male
1,43,25 - 45,0,0,0,0,0,M,Battery,0,African-American-Male
0,53,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
0,21,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Female
1,40,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,African-American-Male
0,37,25 - 45,1,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Caucasian-Female
1,32,25 - 45,0,0,0,0,2,M,Burglary Structure Unoccup,1,African-American-Male
1,22,Less than 25,0,0,0,0,0,M,Possess Drug Paraphernalia,1,Hispanic-Male
0,31,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,47,Greater than 45,0,0,0,0,4,F,Possession of Cocaine,1,African-American-Male
1,36,25 - 45,0,0,0,0,2,F,Crim Use of Personal ID Info,1,African-American-Male
0,38,25 - 45,1,0,0,0,0,F,Child Abuse,1,Caucasian-Female
1,35,25 - 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Other-Male
1,53,Greater than 45,1,0,0,0,0,F,Child Abuse,1,Caucasian-Male
1,53,Greater than 45,0,0,0,0,2,F,Felony Driving While Lic Suspd,1,African-American-Male
1,57,Greater than 45,0,0,0,0,19,F,Felony Battery w/Prior Convict,1,African-American-Male
1,21,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American-Male
1,27,25 - 45,0,0,0,0,2,F,Agg Battery Grt/Bod/Harm,1,African-American-Male
0,49,Greater than 45,1,0,0,0,4,F,arrest case no charge,1,Caucasian-Female
1,47,Greater than 45,1,0,0,0,1,F,Possession of Cocaine,0,Caucasian-Male
1,44,25 - 45,1,0,0,0,3,F,Possession of Cocaine,1,Caucasian-Male
1,34,25 - 45,0,0,0,0,1,F,Aggravated Assault W/dead Weap,1,African-American-Male
1,38,25 - 45,0,0,0,0,0,F,Burglary Conveyance Unoccup,1,Hispanic-Male
1,50,Greater than 45,1,0,0,0,2,M,Battery,1,Caucasian-Male
1,29,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,26,25 - 45,1,0,0,0,0,F,"Deliver 3,4 Methylenediox",1,Caucasian-Male
1,47,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Hispanic-Male
1,49,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,49,Greater than 45,0,0,0,0,1,F,Resist Officer w/Violence,0,African-American-Male
1,59,Greater than 45,1,0,0,0,2,F,arrest case no charge,1,Caucasian-Male
1,32,25 - 45,1,0,0,0,6,M,Battery,1,Caucasian-Male
1,24,Less than 25,0,0,0,2,1,M,Susp Drivers Lic 1st Offense,0,African-American-Male
1,40,25 - 45,0,0,0,0,0,M,DUI - Enhanced,1,Hispanic-Male
1,32,25 - 45,0,0,0,0,0,F,False Imprisonment,1,African-American-Male
0,54,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Hispanic-Female
1,27,25 - 45,0,0,0,1,9,F,arrest case no charge,0,African-American-Male
1,25,25 - 45,1,0,0,0,2,M,Opert With Susp DL 2nd Offens,1,Caucasian-Male
1,37,25 - 45,0,2,0,0,18,M,Battery,1,African-American-Male
1,23,Less than 25,0,0,0,0,1,F,Unauth Poss ID Card or DL,0,African-American-Male
0,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
